"Code","Desc","Type","Comorb"
"F4H7z","Visual cortex disorder NOS","read_v2","BLI"
"2B7V.","O/E - L-eye visual acuity (corrected) 2/60","read_v2","BLI"
"F4954","Lesser eye: near total VI, Better eye: unspecified","read_v2","BLI"
"SJ03.","Visual cortex injury","read_v2","BLI"
"F494.","Legal blindness USA","read_v2","BLI"
"F4965","Lesser eye: moderate VI, Better eye: near normal vision","read_v2","BLI"
"F4951","Lesser eye: total visual impairment, Better eye: unspecified","read_v2","BLI"
"SJ01.","Optic chiasm injury","read_v2","BLI"
"FyuL1","[X]Other visual disturbances","read_v2","BLI"
"F4955","Lesser eye: near total VI, Better eye: near normal vision","read_v2","BLI"
"F4956","Lesser eye: near total VI, Better eye: normal vision","read_v2","BLI"
"2B7X.","O/E - L-eye visual acuity (corrected) 5/60","read_v2","BLI"
"F4H71","Visual cortex disorder due to vascular disorder","read_v2","BLI"
"2B6X.","O/E - R-eye visual acuity (corrected) 5/60","read_v2","BLI"
"F4922","Better eye: severe VI, Lesser eye: severe VI","read_v2","BLI"
"SJ00.","Optic nerve (2nd) injury","read_v2","BLI"
"F4914","Better eye: severe VI, Lesser eye: profound VI","read_v2","BLI"
"F4963","Lesser eye: severe VI, Better eye: normal vision","read_v2","BLI"
"F4966","Lesser eye: moderate VI, Better eye: normal vision","read_v2","BLI"
"F4924","Better eye: moderate VI, Lesser eye: severe VI","read_v2","BLI"
"F4915","Better eye: moderate VI, Lesser eye: blind, unspecified","read_v2","BLI"
"F4958","Lesser eye: profound VI, Better eye: near normal vision","read_v2","BLI"
"F4925","Better eye: moderate VI, Lesser eye: moderate VI","read_v2","BLI"
"F4917","Better eye: moderate VI, Lesser eye: near total VI","read_v2","BLI"
"F4923","Better eye: moderate VI, Lesser eye: low vision unspecified","read_v2","BLI"
"F4H6z","Other visual pathway disorder NOS","read_v2","BLI"
"F4904","Better eye: near total VI, Lesser eye: near total VI","read_v2","BLI"
"FyuL.","[X]Visual disturbances and blindness","read_v2","BLI"
"F4902","Better eye: near total VI, Lesser eye: unspecified","read_v2","BLI"
"F4952","Lesser eye: total VI, Better eye: near normal vision","read_v2","BLI"
"F4953","Lesser eye: total VI, Better eye: normal vision","read_v2","BLI"
"F4906","Better eye: profound VI, Lesser eye: total VI","read_v2","BLI"
"F4911","Better eye: severe VI, Lesser eye: blind, unspecified","read_v2","BLI"
"F4964","Lesser eye: moderate VI, Better eye: unspecified","read_v2","BLI"
"668D.","Registered sight impaired","read_v2","BLI"
"F49A.","Blindness, monocular","read_v2","BLI"
"F4961","Lesser eye: severe VI, Better eye: unspecified","read_v2","BLI"
"F499.","Mild or no visual impairment, binocular","read_v2","BLI"
"F497.","Severe visual impairment, binocular","read_v2","BLI"
"F49B.","Severe visual impairment, monocular","read_v2","BLI"
"F49C.","Moderate visual impairment, monocular","read_v2","BLI"
"F498.","Moderate visual impairment, binocular","read_v2","BLI"
"XE1i1","O/E-R-eye perceives light only","read_ctv3","BLI"
"XaBLI","O/E - R-eye sees hand movements","read_ctv3","BLI"
"XaJTW","O/E - pinhole R-eye sees hand movements","read_ctv3","BLI"
"XaJTX","O/E - pinhole R-eye counts fingers only","read_ctv3","BLI"
"XaJTY","O/E - pinhole R-eye perceives light only","read_ctv3","BLI"
"XaJTZ","O/E - pinhole R-eye completely blind","read_ctv3","BLI"
"XaJTa","O/E - R-eye visual acuity (corrected) 1/60","read_ctv3","BLI"
"XaJTb","O/E - R-eye visual acuity (corrected) 2/60","read_ctv3","BLI"
"XaJTc","O/E - R-eye visual acuity (corrected) 4/60","read_ctv3","BLI"
"XaJTd","O/E - R-eye visual acuity (corrected) 5/60","read_ctv3","BLI"
"XE1i2","O/E-L-eye perceives light only","read_ctv3","BLI"
"XaBLJ","O/E - L-eye sees hand movements","read_ctv3","BLI"
"XaJTS","O/E - pinhole L-eye sees hand movements","read_ctv3","BLI"
"XaJTT","O/E - pinhole L-eye counts fingers only","read_ctv3","BLI"
"XaJTU","O/E - pinhole L-eye perceives light only","read_ctv3","BLI"
"XaJTV","O/E - pinhole L-eye completely blind","read_ctv3","BLI"
"XaJTg","O/E - L-eye visual acuity (corrected) 1/60","read_ctv3","BLI"
"XaJTi","O/E - L-eye visual acuity (corrected) 2/60","read_ctv3","BLI"
"XaJTj","O/E - L-eye visual acuity (corrected) 4/60","read_ctv3","BLI"
"XaJTl","O/E - L-eye visual acuity (corrected) 5/60","read_ctv3","BLI"
"Xa7nF","Registered partially sighted","read_ctv3","BLI"
"XE1T1","Registered partially blind","read_ctv3","BLI"
"XaLMz","Certificate of vision impairment","read_ctv3","BLI"
"XaW0l","Registered sight impaired","read_ctv3","BLI"
"XE15r","Blind hypertensive eye","read_ctv3","BLI"
"X00ef","Absolute glaucoma","read_ctv3","BLI"
"XE16L","Impaired vision","read_ctv3","BLI"
"Xa1Ih","Low vision","read_ctv3","BLI"
"XaE6s","Acquired blindness, both eyes","read_ctv3","BLI"
"XaE6t","Acquired blindness, one eye","read_ctv3","BLI"
"XaYfF","Severe visual impairment, binocular","read_ctv3","BLI"
"XaYfH","Moderate visual impairment, binocular","read_ctv3","BLI"
"XaYiP","Mild binocular visual impairment","read_ctv3","BLI"
"Ua1f0","Blindness, monocular","read_ctv3","BLI"
"XaYfG","Severe visual impairment, monocular","read_ctv3","BLI"
"XaYfI","Moderate visual impairment, monocular","read_ctv3","BLI"
"XE16M","Visual loss NOS","read_ctv3","BLI"
"X00gN","Acquired blindness","read_ctv3","BLI"
"XE1o4","Optic nerve or pathway injury NOS","read_ctv3","BLI"
"H34..","Bronchiectasis","read_v2","BRO"
"H340.","Recurrent bronchiectasis","read_v2","BRO"
"H34z.","Bronchiectasis NOS","read_v2","BRO"
"H341.","Post-infective bronchiectasis","read_v2","BRO"
"B210.","Malignant neoplasm of glottis","read_v2","CAN"
"B21..","Malignant neoplasm of larynx","read_v2","CAN"
"B34..","Ca female breast","read_v2","CAN"
"B49..","Malignant neoplasm of urinary bladder","read_v2","CAN"
"B46..","Malignant neoplasm of prostate","read_v2","CAN"
"B32..","Malignant melanoma of skin","read_v2","CAN"
"B5z..","Malignant neoplasm of other and unspecified site NOS","read_v2","CAN"
"B10..","Malignant neoplasm of oesophagus","read_v2","CAN"
"B13..","Malignant neoplasm of colon","read_v2","CAN"
"B600.","Reticulosarcoma","read_v2","CAN"
"B4A0.","Malignant neoplasm of kidney parenchyma","read_v2","CAN"
"B141.","Malignant neoplasm of rectum","read_v2","CAN"
"B580.","Secondary malignant neoplasm of kidney","read_v2","CAN"
"B440.","Cancer of ovary","read_v2","CAN"
"B61..","Hodgkin's disease","read_v2","CAN"
"B22z.","Lung cancer","read_v2","CAN"
"B40..","Malignant neoplasm of uterus, part unspecified","read_v2","CAN"
"B41..","Malignant neoplasm of cervix uteri","read_v2","CAN"
"B133.","Malignant neoplasm of sigmoid colon","read_v2","CAN"
"B4302","Malignant neoplasm of endometrium of corpus uteri","read_v2","CAN"
"B47z.","Seminoma of testis","read_v2","CAN"
"B430.","Malignant neoplasm of corpus uteri, excluding isthmus","read_v2","CAN"
"B1...","Carcinoma of digestive organs and peritoneum","read_v2","CAN"
"B48..","Malignant neoplasm of penis and other male genital organs","read_v2","CAN"
"B627.","Non - Hodgkin's lymphoma","read_v2","CAN"
"B134.","Malignant neoplasm of caecum","read_v2","CAN"
"B680.","Acute leukaemia NOS","read_v2","CAN"
"B570.","Secondary malignant neoplasm of lung","read_v2","CAN"
"B541.","Malignant neoplasm of parathyroid gland","read_v2","CAN"
"B64..","Lymphatic leukaemia","read_v2","CAN"
"B68z.","Leukaemia NOS","read_v2","CAN"
"B640.","Acute lymphoid leukaemia","read_v2","CAN"
"B020.","Malignant neoplasm of parotid gland","read_v2","CAN"
"B577.","Liver metastases","read_v2","CAN"
"B650.","Acute myeloid leukaemia","read_v2","CAN"
"B454.","Malignant neoplasm of vulva unspecified","read_v2","CAN"
"B45..","Malig neop of other and unspecified female genital organs","read_v2","CAN"
"B10z.","Oesophageal cancer","read_v2","CAN"
"B625.","Histiocytosis X (acute, progressive)","read_v2","CAN"
"B630.","Multiple myeloma","read_v2","CAN"
"B30..","Chondroma","read_v2","CAN"
"B624.","Leukaemic reticuloendotheliosis","read_v2","CAN"
"B620.","Nodular lymphoma (Brill - Symmers disease)","read_v2","CAN"
"B5830","Secondary malignant neoplasm of brain","read_v2","CAN"
"B5832","Cerebral metastasis","read_v2","CAN"
"B53..","Malignant neoplasm of thyroid gland","read_v2","CAN"
"B58..","Secondary malignant neoplasm of other specified sites","read_v2","CAN"
"B6y0.","Myeloproliferative disorder","read_v2","CAN"
"B590.","Carcinomatosis","read_v2","CAN"
"B57..","Metastases of respiratory and/or digestive systems","read_v2","CAN"
"B565.","Secondary and unspec malig neop intrapelvic lymph nodes","read_v2","CAN"
"B12..","Malignant neoplasm of small intestine and duodenum","read_v2","CAN"
"B131.","Malignant neoplasm of transverse colon","read_v2","CAN"
"B43..","Malignant neoplasm of body of uterus","read_v2","CAN"
"B65..","Myeloid leukaemia","read_v2","CAN"
"B226.","Mesothelioma","read_v2","CAN"
"B585.","Secondary malignant neoplasm of bone and bone marrow","read_v2","CAN"
"B4702","Seminoma of undescended testis","read_v2","CAN"
"B56..","Lymph node metastases","read_v2","CAN"
"ByuDF","[X]Non-Hodgkin's lymphoma NOS","read_v2","CAN"
"B4A00","Hypernephroma","read_v2","CAN"
"B1612","Malignant neoplasm of common bile duct","read_v2","CAN"
"B5762","Malignant ascites","read_v2","CAN"
"B17..","Malignant neoplasm of pancreas","read_v2","CAN"
"B11..","Malignant neoplasm of stomach","read_v2","CAN"
"B5420","Malignant neoplasm of pituitary gland","read_v2","CAN"
"B641.","Chronic lymphoid leukaemia","read_v2","CAN"
"B5...","Carcinoma of other and unspecified sites","read_v2","CAN"
"B170.","Malignant neoplasm of head of pancreas","read_v2","CAN"
"B15..","Malignant neoplasm of liver and intrahepatic bile ducts","read_v2","CAN"
"B55..","Malignant neoplasm of other and ill-defined sites","read_v2","CAN"
"B130.","Malignant neoplasm of hepatic flexure of colon","read_v2","CAN"
"B13z.","Colonic cancer","read_v2","CAN"
"B21z.","Malignant neoplasm of larynx NOS","read_v2","CAN"
"B34z.","Malignant neoplasm of female breast NOS","read_v2","CAN"
"B4711","Teratoma of descended testis","read_v2","CAN"
"B142.","Anal carcinoma","read_v2","CAN"
"B5826","Secondary malignant neoplasm of skin of breast","read_v2","CAN"
"B232.","Mesothelioma of pleura","read_v2","CAN"
"B525.","Malignant neoplasm of cauda equina","read_v2","CAN"
"B3...","Carcinoma of bone, connective tissue, skin and breast","read_v2","CAN"
"B00..","Carcinoma of lip","read_v2","CAN"
"B01..","Malignant neoplasm of tongue","read_v2","CAN"
"B057.","Overlapping lesion of other and unspecified parts of mouth","read_v2","CAN"
"B222.","Malignant neoplasm of upper lobe, bronchus or lung","read_v2","CAN"
"B4501","Malignant neoplasm of vaginal vault","read_v2","CAN"
"B651.","Chronic myeloid leukaemia","read_v2","CAN"
"B51..","Cerebral tumour - malignant","read_v2","CAN"
"B132.","Malignant neoplasm of descending colon","read_v2","CAN"
"B136.","Malignant neoplasm of ascending colon","read_v2","CAN"
"B162.","Malignant neoplasm of ampulla of Vater","read_v2","CAN"
"B1z..","Malig neop oth/ill-defined sites digestive tract/peritoneum","read_v2","CAN"
"B593.","Primary malignant neoplasm of unknown site","read_v2","CAN"
"B1z0.","Cancer of bowel","read_v2","CAN"
"B621.","Mycosis fungoides","read_v2","CAN"
"B6...","Malignant neoplasm of lymphatic and haemopoietic tissue","read_v2","CAN"
"B62y.","Malignant lymphoma NOS","read_v2","CAN"
"B4A1.","Malignant neoplasm of renal pelvis","read_v2","CAN"
"B62x2","Peripheral T-cell lymphoma","read_v2","CAN"
"B5502","Malignant neoplasm of nose NOS","read_v2","CAN"
"Byu6.","[X]Malignant neoplasm of breast","read_v2","CAN"
"B2241","Malignant neoplasm of lower lobe of lung","read_v2","CAN"
"B221.","Malignant neoplasm of main bronchus","read_v2","CAN"
"B22..","Malignant neoplasm of trachea, bronchus and lung","read_v2","CAN"
"B4...","Malignant neoplasm of genitourinary organ","read_v2","CAN"
"B4A..","Malig neop of kidney and other unspecified urinary organs","read_v2","CAN"
"B05..","Malignant neoplasm of other and unspecified parts of mouth","read_v2","CAN"
"B11z.","Malignant neoplasm of stomach NOS","read_v2","CAN"
"B62yz","Malignant lymphoma NOS","read_v2","CAN"
"B626.","Malignant mast cell tumours","read_v2","CAN"
"B47..","Malignant neoplasm of testis","read_v2","CAN"
"B31z.","Malignant neoplasm of connective and soft tissue, site NOS","read_v2","CAN"
"B220.","Malignant neoplasm of trachea","read_v2","CAN"
"B4A2.","Malignant neoplasm of ureter","read_v2","CAN"
"B62y8","Malignant lymphoma NOS of lymph nodes of multiple sites","read_v2","CAN"
"B56z.","Secondary and unspec malig neop lymph nodes NOS","read_v2","CAN"
"B4A3.","Malignant neoplasm of urethra","read_v2","CAN"
"B204.","Malignant neoplasm of frontal sinus","read_v2","CAN"
"B510.","Malignant neoplasm cerebrum (excluding lobes and ventricles)","read_v2","CAN"
"B16z.","Malignant neoplasm gallbladder/extrahepatic bile ducts NOS","read_v2","CAN"
"B552.","Malignant neoplasm of abdomen","read_v2","CAN"
"B506.","Malignant neoplasm of choroid","read_v2","CAN"
"B30z.","Malignant neoplasm of bone and articular cartilage NOS","read_v2","CAN"
"B160.","Malignant neoplasm of gallbladder","read_v2","CAN"
"B1500","Primary carcinoma of liver","read_v2","CAN"
"B572.","Secondary malignant neoplasm of pleura","read_v2","CAN"
"B060.","Malignant neoplasm of tonsil","read_v2","CAN"
"B5504","Malignant neoplasm of neck NOS","read_v2","CAN"
"B0z0.","Malignant neoplasm of pharynx unspecified","read_v2","CAN"
"B18z.","Malignant neoplasm of retroperitoneum and peritoneum NOS","read_v2","CAN"
"B681.","Chronic leukaemia NOS","read_v2","CAN"
"B58z.","Secondary malignant neoplasm of other specified site NOS","read_v2","CAN"
"B302.","Malignant neoplasm of vertebral column","read_v2","CAN"
"B58y0","Secondary malignant neoplasm of breast","read_v2","CAN"
"B151.","Malignant neoplasm of intrahepatic bile ducts","read_v2","CAN"
"B432.","Malignant neoplasm of overlapping lesion of corpus uteri","read_v2","CAN"
"B627C","Follicular lymphoma NOS","read_v2","CAN"
"B2210","Malignant neoplasm of carina of bronchus","read_v2","CAN"
"B6277","Diffuse non-Hodgkin's lymphoblastic (diffuse) lymphoma","read_v2","CAN"
"B300A","Malignant neoplasm of maxilla","read_v2","CAN"
"B481.","Malignant neoplasm of glans penis","read_v2","CAN"
"B181.","Mesothelioma of peritoneum","read_v2","CAN"
"B62x.","Malignant lymphoma otherwise specified","read_v2","CAN"
"B042.","Malignant neoplasm, overlapping lesion of floor of mouth","read_v2","CAN"
"B540.","Phaeochromocytoma","read_v2","CAN"
"B120.","Malignant neoplasm of duodenum","read_v2","CAN"
"B58y.","Secondary malignant neoplasm of other specified sites","read_v2","CAN"
"B137.","Malignant neoplasm of splenic flexure of colon","read_v2","CAN"
"B135.","Malignant neoplasm of appendix","read_v2","CAN"
"B5623","Secondary and unspec malig neop common iliac lymph nodes","read_v2","CAN"
"B5850","Pathological fracture due to metastatic bone disease","read_v2","CAN"
"B2240","Malignant neoplasm of lower lobe bronchus","read_v2","CAN"
"B006.","Malignant neoplasm of overlapping lesion of lip","read_v2","CAN"
"B6301","Solitary myeloma","read_v2","CAN"
"B6148","Hodgkin's nodular sclerosis of lymph nodes of multiple sites","read_v2","CAN"
"B44..","Malignant neoplasm of ovary and other uterine adnexa","read_v2","CAN"
"Byu4.","[X]Melanoma and other malignant neoplasms of skin","read_v2","CAN"
"B493.","Malignant neoplasm of anterior wall of urinary bladder","read_v2","CAN"
"B513.","Malignant neoplasm of parietal lobe","read_v2","CAN"
"B112.","Malignant neoplasm of pyloric antrum of stomach","read_v2","CAN"
"B3113","Malignant neoplasm of connective and soft tissue of hand","read_v2","CAN"
"B3y..","Malig neop of bone, connective tissue, skin and breast OS","read_v2","CAN"
"B0...","Malignant neoplasm of lip, oral cavity and pharynx","read_v2","CAN"
"B35..","Malignant neoplasm of male breast","read_v2","CAN"
"B30z0","Osteosarcoma","read_v2","CAN"
"Byu41","[X]Malignant melanoma of skin, unspecified","read_v2","CAN"
"B471.","Malignant neoplasm of descended testis","read_v2","CAN"
"B582.","Secondary malignant neoplasm of skin","read_v2","CAN"
"B660.","Acute monocytic leukaemia","read_v2","CAN"
"B04..","Malignant neoplasm of floor of mouth","read_v2","CAN"
"B56y.","Secondary and unspec malig neop lymph nodes multiple sites","read_v2","CAN"
"B50..","Malignant neoplasm of eye","read_v2","CAN"
"B45z.","Malignant neoplasm of female genital organ NOS","read_v2","CAN"
"B02..","Malignant neoplasm of major salivary glands","read_v2","CAN"
"B69..","Myelomonocytic leukaemia","read_v2","CAN"
"B346.","Malignant neoplasm of axillary tail of female breast","read_v2","CAN"
"B6302","Plasmacytoma NOS","read_v2","CAN"
"B180.","Malignant neoplasm of retroperitoneum","read_v2","CAN"
"B602.","Burkitt's lymphoma","read_v2","CAN"
"B58y5","Secondary malignant neoplasm of prostate","read_v2","CAN"
"B111.","Malignant neoplasm of pylorus of stomach","read_v2","CAN"
"B221z","Malignant neoplasm of main bronchus NOS","read_v2","CAN"
"Byu50","[X]Mesothelioma of lung","read_v2","CAN"
"B4710","Seminoma of descended testis","read_v2","CAN"
"B691.","Chronic myelomonocytic leukaemia","read_v2","CAN"
"B5811","Secondary malignant neoplasm of bladder","read_v2","CAN"
"B6300","Malignant plasma cell neoplasm, extramedullary plasmacytoma","read_v2","CAN"
"B1503","Hepatocellular carcinoma","read_v2","CAN"
"B313.","Malignant neoplasm of connective and soft tissue of thorax","read_v2","CAN"
"B212.","Malignant neoplasm of subglottis","read_v2","CAN"
"B58yz","Secondary malignant neoplasm of other specified site NOS","read_v2","CAN"
"B06..","Malignant neoplasm of oropharynx","read_v2","CAN"
"B1101","Malignant neoplasm of cardio-oesophageal junction of stomach","read_v2","CAN"
"B3400","Malignant neoplasm of nipple of female breast","read_v2","CAN"
"B200.","Malignant neoplasm of nasal cavities","read_v2","CAN"
"B344.","Malignant neoplasm of upper-outer quadrant of female breast","read_v2","CAN"
"B161.","Malignant neoplasm of extrahepatic bile ducts","read_v2","CAN"
"B5511","Malignant neoplasm of chest wall NOS","read_v2","CAN"
"B1802","Malignant neoplasm of retrocaecal tissue","read_v2","CAN"
"B524.","Malig neopl peripheral nerves and autonomic nervous system","read_v2","CAN"
"B061.","Malignant neoplasm of tonsillar fossa","read_v2","CAN"
"B201.","Malig neop auditory tube, middle ear and mastoid air cells","read_v2","CAN"
"B07..","Malignant neoplasm of nasopharynx","read_v2","CAN"
"B016.","Malignant neoplasm of lingual tonsil","read_v2","CAN"
"B68..","Leukaemia of unspecified cell type","read_v2","CAN"
"B5613","Secondary and unspec malig neop ant mediastinal lymph nodes","read_v2","CAN"
